State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge,CustServCalls,Churn
GA,117,415,-4860,yes,no,0,1.9762476786650618,118,48.86,1.1560639591708355,84,22.07,153.2,86,6.89,-0.08500822876431662,-0.6011950896927301,2.7,-0.4279320210630416,True
KS,137,415,-4145,no,yes,19,-0.08217337122555628,96,29.8,0.795161604012075,146,20.51,211.4,109,9.51,-0.873137370548663,-1.0075595662585117,2.11,-1.1882184955849595,False
PA,136,408,-4216,no,no,0,-1.426298445730403,75,17.36,0.36523420824918007,97,18.66,73.7,92,3.32,-0.15665633256289332,0.2115338634388332,2.65,-1.1882184955849595,False
UT,95,415,-6771,no,no,0,-0.40167851188654446,103,26.84,1.1560639591708355,90,22.07,230.0,117,10.35,1.3479538472072223,-1.0075595662585117,3.78,-1.1882184955849595,False
OR,82,415,-2747,no,yes,19,-0.6110094661127092,73,24.91,0.8957409488923852,65,20.94,199.0,114,8.96,-2.1986272908223365,-0.19483061312694844,1.11,-0.4279320210630416,False
KY,56,415,-1293,yes,no,0,-0.0381036966516273,114,30.21,0.2883205915760016,110,18.33,236.7,67,10.65,0.09411203073212573,0.2115338634388332,2.84,-0.4279320210630416,False
MN,155,408,-9157,yes,no,0,1.304185141412639,146,42.64,-0.9561022833156799,105,12.96,148.1,104,6.66,-0.08500822876431662,0.2115338634388332,2.7,0.3323544534588762,False
OH,133,408,-3994,no,no,0,-1.1380093245592815,100,20.03,-0.035111027254800094,105,16.93,244.1,119,10.98,0.5598247054228761,-0.19483061312694844,3.19,-1.1882184955849595,True
TX,53,415,-9029,no,no,0,-1.103120832188254,113,20.35,-0.22246470889459366,84,16.12,256.2,108,11.53,0.9538892763150492,1.0242628165703964,3.48,0.3323544534588762,False
WY,123,415,-729,no,no,0,1.1462688075227252,87,41.17,0.495395713388405,101,19.22,268.6,121,12.09,-0.7298411629515094,-0.6011950896927301,2.21,2.61321387702463,True
TX,57,415,-5822,no,no,0,-0.34475518222855245,113,27.37,0.13843764626416682,134,17.68,208.1,81,9.36,-0.658193059152932,-0.19483061312694844,2.27,1.092640927980794,False
WV,62,408,-7892,no,no,0,-0.937859552536019,111,21.88,-0.6208378003813124,104,14.41,193.6,97,8.71,0.02246392693354905,0.2115338634388332,2.78,-0.4279320210630416,False
MI,55,415,-6525,no,yes,20,0.5127672355224902,91,35.31,-0.025250307168495165,113,16.97,216.5,110,9.74,-1.0522576300451054,-1.4139240428242934,1.97,-0.4279320210630416,False
NY,125,415,-3583,no,no,0,0.9828437643110707,65,39.66,0.17393623857486476,93,17.83,210.6,109,9.48,-0.407424695857913,-0.19483061312694844,2.46,-0.4279320210630416,False
TX,1,415,-3858,no,no,0,0.042690706733910025,106,30.96,-1.303199630353613,106,11.47,152.3,75,6.85,-0.08500822876431662,-0.6011950896927301,2.7,2.61321387702463,True
SD,105,415,-1498,no,no,0,1.318875032937282,88,42.77,-0.5103977354146974,103,14.88,184.4,112,8.3,-1.7329146161315863,0.2115338634388332,1.46,-0.4279320210630416,False
ID,113,415,-8717,no,yes,30,0.07390672622377699,102,31.25,-0.3467097819820354,123,15.59,235.0,52,10.58,0.4881766016242988,1.0242628165703964,3.13,-1.1882184955849595,False
OR,99,408,-3019,no,no,0,1.4070143820851404,44,43.59,0.2666270073861308,105,18.23,233.7,75,10.52,-0.8373133186493744,-1.4139240428242934,2.13,1.092640927980794,True
WI,103,415,-8557,no,no,0,0.0078022143628824845,134,30.63,-2.0368372047746997,85,8.3,181.7,134,8.18,-0.658193059152932,-0.6011950896927301,2.27,-0.4279320210630416,False
WV,177,408,-9340,no,no,0,0.8818507600791492,81,38.73,-0.7726928897104081,97,13.75,217.0,106,9.76,-0.801489266750086,0.2115338634388332,2.16,-0.4279320210630416,False
SC,149,415,-8306,no,yes,20,-0.5871383923851639,132,25.13,1.4952727301397248,94,23.53,149.9,110,6.75,-0.013360124965739932,0.6178983400046149,2.75,-1.1882184955849595,False
CT,160,415,-1969,no,no,0,1.012223547360357,136,39.93,1.3769440891040656,134,23.02,219.3,101,9.87,1.3121297953079338,-1.0075595662585117,3.75,-0.4279320210630416,True
NV,116,408,-960,no,no,0,-1.2647096389593284,54,18.85,0.24493342319626013,82,18.14,186.2,116,8.38,-0.8373133186493744,-1.0075595662585117,2.13,0.3323544534588762,False
MI,148,415,-733,yes,no,0,0.9865162371922312,81,39.7,-0.2619075892398134,71,15.95,122.3,97,5.5,-0.22830443636147063,-1.0075595662585117,2.59,-1.1882184955849595,True
MT,147,415,-7861,no,yes,35,0.3217986457021298,134,33.54,-1.1809267012834324,99,11.99,212.1,90,9.54,-0.049184176865028274,-0.19483061312694844,2.73,0.3323544534588762,True
NE,95,510,-1943,no,no,0,-2.2324062431451948,96,9.89,0.022081149245768587,126,17.18,210.5,97,9.47,0.058287978832837394,0.2115338634388332,2.81,-1.1882184955849595,False
UT,201,510,-8527,no,no,0,0.6045790575515096,72,36.16,0.477646417233056,90,19.14,195.1,99,8.78,-1.1597297857429707,0.6178983400046149,1.89,-0.4279320210630416,False
WV,80,415,-3130,no,no,0,-0.5191976440836896,89,25.76,-1.366308238905965,78,11.19,235.3,131,10.59,0.5598247054228761,-0.19483061312694844,3.19,-1.1882184955849595,False
AR,122,415,-3669,yes,no,0,-0.6146819389938698,117,24.87,0.349457056111092,93,18.59,236.0,97,10.62,0.45235254972501043,0.2115338634388332,3.11,-0.4279320210630416,False
MT,132,408,-8059,no,no,0,0.2814014440093609,100,33.17,-1.0290716119543362,95,12.65,224.5,117,10.1,-1.2672019414408362,-1.0075595662585117,1.81,-1.1882184955849595,False
UT,83,510,-5728,no,no,0,0.5348020728094551,71,35.51,0.27254343943791404,92,18.26,247.9,108,11.16,0.9897133282143376,0.2115338634388332,3.51,-0.4279320210630416,False
KS,84,415,-6809,no,no,0,0.8469622677081217,86,38.4,1.471607001932593,105,23.43,201.4,108,9.06,1.4554260029050878,-0.6011950896927301,3.86,1.092640927980794,True
NY,46,415,-4763,no,no,0,-1.0572149211737443,67,20.77,-0.6661971127783153,62,14.21,194.8,98,8.77,-0.1924803844621823,0.6178983400046149,2.62,-0.4279320210630416,False
OH,87,510,-5643,no,no,0,-0.4861453881532424,106,26.06,0.4638414091122294,117,19.08,273.4,152,12.3,-0.4790727996564897,0.2115338634388332,2.4,0.3323544534588762,False
HI,150,415,-1095,no,no,0,0.6284501312790549,117,36.38,-0.16921682042854674,89,16.35,242.6,99,10.92,-0.8373133186493744,-0.19483061312694844,2.13,-0.4279320210630416,False
KS,73,408,-1985,no,no,0,0.27589273468762004,112,33.12,-0.6661971127783153,85,14.21,100.3,61,4.51,0.2015841864299914,0.6178983400046149,2.92,-0.4279320210630416,False
IN,7,415,-8788,no,no,0,0.4944048711166862,87,35.14,1.5800749228819473,83,23.89,158.5,77,7.13,0.2732322902285681,0.2115338634388332,2.97,1.092640927980794,False
OR,89,415,-8158,no,yes,12,0.15102865672815322,105,31.96,-0.9797680115228115,107,12.86,201.9,132,9.09,0.09411203073212573,-0.6011950896927301,2.84,0.3323544534588762,False
NY,131,408,-8589,yes,no,0,-1.0553786847331639,83,20.79,-1.620714817132632,94,10.1,147.9,95,6.66,1.2404816915093566,-0.6011950896927301,3.7,1.092640927980794,True
VA,105,415,-2801,no,no,0,1.4602652388619723,96,44.08,-0.5084255913974365,97,14.89,222.4,36,10.01,0.6314728092214528,0.2115338634388332,3.24,1.092640927980794,False
MI,108,408,-9549,yes,no,0,-1.1875877084549522,114,19.57,0.20351839883377953,70,17.96,136.1,85,6.12,1.2763057434086456,-0.6011950896927301,3.73,0.3323544534588762,True
ID,47,415,-4022,no,yes,28,-0.12624304579948578,109,29.39,-1.2499517418875667,94,11.7,203.8,109,9.17,-0.6940171110522204,0.6178983400046149,2.24,-0.4279320210630416,False
MO,101,415,-2966,yes,no,0,-0.42922205849525036,116,26.59,-1.3919461111303575,114,11.08,207.3,109,9.33,-1.0522576300451054,0.2115338634388332,1.97,-0.4279320210630416,False
AL,182,415,-2678,no,yes,24,-0.9488769711795013,104,21.78,-1.1355673888864295,127,12.19,191.0,98,8.59,0.4881766016242988,-0.6011950896927301,3.13,-0.4279320210630416,False
OR,161,408,-3501,no,no,0,0.3089449906180668,73,33.42,-0.6070327922604858,79,14.47,194.3,79,8.74,0.8105930687178952,-0.6011950896927301,3.38,-0.4279320210630416,False
VT,128,408,-1018,no,no,0,0.8836869965197295,130,38.74,2.0040858865930593,71,25.72,191.5,82,8.62,-1.6970905642322978,1.0242628165703964,1.49,-0.4279320210630416,True
AZ,69,415,-3518,no,yes,31,0.27772897112820033,63,33.13,-0.18499397256663483,90,16.29,153.0,129,6.89,1.0613614320129143,-1.0075595662585117,3.56,0.3323544534588762,False
VA,113,408,-4613,no,yes,34,-2.4766256897423866,63,7.63,-1.3170046384744403,82,11.41,168.4,118,7.58,1.0971854839122033,-0.6011950896927301,3.59,-0.4279320210630416,False
PA,87,408,-1081,no,yes,30,1.5245335142822862,114,44.68,0.2922648796105239,130,18.34,154.8,88,6.97,-0.873137370548663,-1.0075595662585117,2.11,-1.1882184955849595,False
CO,71,415,-9564,no,no,0,0.5770355109428038,70,35.9,1.019986021979827,122,21.48,225.8,104,10.16,0.7389449649193185,-0.6011950896927301,3.32,-1.1882184955849595,False
KY,76,415,-8168,no,no,0,0.4448264872210158,69,34.68,0.47567427321579514,110,19.13,240.3,85,10.81,-0.22830443636147063,0.2115338634388332,2.59,-0.4279320210630416,False
NJ,87,510,-2412,no,no,0,0.7973838838124507,109,37.94,-1.4491382876309262,86,10.84,289.3,83,13.02,1.5270741067036646,-0.19483061312694844,3.92,1.092640927980794,False
IL,117,408,-8735,no,no,0,-1.1159744872723167,82,20.23,-0.2658518772743351,108,15.94,189.3,97,8.52,0.45235254972501043,-0.6011950896927301,3.11,-0.4279320210630416,False
WA,177,415,-3602,no,no,0,1.5851293168214393,91,45.24,0.477646417233056,79,19.14,224.7,58,10.11,-0.4790727996564897,1.430627293136178,2.4,1.092640927980794,True
WV,95,415,-7155,no,no,0,-0.8331940754229364,104,22.85,-0.9580744273329408,95,12.95,236.5,80,10.64,-0.29995254016004735,-0.6011950896927301,2.54,-0.4279320210630416,False
RI,76,415,-4173,no,no,0,-0.15929530172993303,78,29.09,1.1087325027565713,83,21.86,91.6,92,4.12,2.1360829889915682,-0.6011950896927301,4.37,-0.4279320210630416,False
OH,66,415,-5897,no,no,0,-0.17031272037341527,103,28.99,1.051540326256003,77,21.62,197.3,138,8.88,0.09411203073212573,-1.0075595662585117,2.84,0.3323544534588762,False
MO,110,415,-6967,no,no,0,-0.02341380512698396,124,30.35,-1.0665423482822949,141,12.49,217.1,102,9.77,-0.12083228066360496,1.0242628165703964,2.67,-0.4279320210630416,False
MD,204,510,-2676,no,no,0,0.4668613245079803,145,34.88,-0.910742970918677,95,13.16,191.4,77,8.61,1.3837778991065106,0.2115338634388332,3.81,1.092640927980794,False
OH,32,415,-6576,no,yes,31,0.9736625821081687,97,39.58,-0.3447376379647745,111,15.6,206.8,111,9.31,0.9897133282143376,-1.0075595662585117,3.51,-1.1882184955849595,False
VA,133,408,-1079,no,yes,39,1.1040353693893765,107,40.78,1.0416796061696982,77,21.57,128.7,85,5.79,-1.2672019414408362,-0.6011950896927301,1.81,2.61321387702463,False
FL,185,408,-4617,no,no,0,-2.280148390600285,97,9.45,1.7299578681937815,83,24.54,111.2,110,5.0,0.6672968611207412,-0.6011950896927301,3.27,0.3323544534588762,False
CO,103,415,-6646,no,yes,37,-0.4824729152720818,78,26.1,0.8069944681156409,108,20.56,244.7,110,11.01,0.1299360826314141,-0.6011950896927301,2.86,-0.4279320210630416,False
NY,91,510,-7862,no,no,0,-1.2849082398057128,100,18.67,-0.22443685291185453,104,16.12,206.7,85,9.3,0.30905634212785643,-0.6011950896927301,3.0,-0.4279320210630416,False
WV,131,415,-4682,no,no,0,0.2997638084151648,89,33.34,-0.3052947576195548,87,15.77,250.0,132,11.25,-1.8045627199301633,0.6178983400046149,1.4,0.3323544534588762,False
LA,153,510,-1725,no,no,0,-0.23825346867488953,127,28.36,-1.1335952448691686,121,12.2,210.7,130,9.48,0.5598247054228761,-0.19483061312694844,3.19,-1.1882184955849595,False
MA,132,415,-5029,no,yes,25,-1.2224762008259795,96,19.24,1.359194792948716,107,22.94,229.1,87,10.31,-1.1239057338436824,1.0242628165703964,1.92,0.3323544534588762,False
UT,148,510,-9143,no,no,0,0.4264641228152119,92,34.51,-0.9876565875918555,125,12.83,245.5,131,11.05,1.562898158602953,1.8369917697019598,3.94,-0.4279320210630416,False
AL,141,408,-6382,no,no,0,1.1572862261662078,90,41.28,0.6531672347692838,80,19.9,211.5,104,9.52,-1.5179703047358555,-0.6011950896927301,1.62,2.61321387702463,False
ME,105,415,-4039,no,no,0,-0.4273858220546701,102,26.61,-1.1986759974387813,134,11.92,227.4,111,10.23,0.7031209130200295,-1.0075595662585117,3.29,0.3323544534588762,False
TX,169,408,-5506,no,no,0,1.596146735464921,105,45.34,-0.843690074331804,88,13.45,287.7,111,12.95,1.2763057434086456,-0.6011950896927301,3.73,1.092640927980794,True
ND,127,415,-622,no,yes,23,0.04085447029332974,80,30.94,0.2981813116623065,85,18.37,156.9,82,7.06,-0.15665633256289332,-0.19483061312694844,2.65,-0.4279320210630416,False
CO,57,415,-3662,no,no,0,-1.7237687491044262,92,14.6,-0.13963466016963197,127,16.48,231.5,93,10.42,-0.049184176865028274,-1.0075595662585117,2.73,-1.1882184955849595,False
LA,123,415,-7277,no,yes,33,-0.609173229672129,87,24.92,-1.6996005778230714,59,9.76,220.4,99,9.92,-2.628515913613798,1.0242628165703964,0.78,-1.1882184955849595,False
MT,103,510,-662,no,yes,35,-1.27205458472165,101,18.79,0.14435407831594999,81,17.71,87.4,77,3.93,1.3121297953079338,-1.0075595662585117,3.75,1.852927402502712,True
OR,101,415,-5453,no,no,0,-1.1233194330346385,89,20.16,-0.027222451185756037,97,16.97,53.3,61,2.4,0.45235254972501043,0.2115338634388332,3.11,-0.4279320210630416,False
WV,101,415,-8760,no,yes,28,0.7441330270356198,96,37.45,1.6727656916932134,72,24.29,203.0,111,9.14,-0.29995254016004735,0.6178983400046149,2.54,1.852927402502712,False
NV,129,415,-2608,no,no,0,-0.5467411906923955,98,25.5,0.6196407864758473,101,19.75,261.2,123,11.75,0.8105930687178952,0.6178983400046149,3.38,-0.4279320210630416,False
MA,67,415,-5991,no,yes,34,-0.3319015271444899,114,27.49,0.13054907019512277,115,17.65,205.7,114,9.26,-0.37160064395862463,-0.19483061312694844,2.48,-1.1882184955849595,False
MI,37,415,-745,no,no,0,0.21346069570788662,116,32.54,-0.662252824743793,99,14.23,216.5,112,9.74,1.3479538472072223,0.2115338634388332,3.78,1.092640927980794,False
KY,64,415,-8042,yes,no,0,-0.6073369932315487,83,24.94,-1.038932332040641,91,12.61,238.6,69,10.74,0.8105930687178952,-0.6011950896927301,3.38,1.092640927980794,False
WV,173,510,-1063,no,no,0,-1.2922531855680344,103,18.6,-1.9658400201533042,111,8.61,167.3,106,7.53,-0.873137370548663,1.0242628165703964,2.11,-0.4279320210630416,False
KY,135,510,-2249,no,no,0,-0.6550791406866386,115,24.5,0.9627938454792588,68,21.23,211.4,82,9.51,1.2046576396100683,-0.6011950896927301,3.67,-0.4279320210630416,False
NJ,75,415,-6662,no,yes,42,1.2692966490416115,93,42.31,-0.5951999281569194,108,14.52,104.5,91,4.7,0.34488039402714477,1.430627293136178,3.02,-0.4279320210630416,False
ME,88,415,-5108,no,no,0,-1.727441221985587,112,14.57,0.4066492326116607,70,18.84,190.6,75,8.58,0.4881766016242988,-0.6011950896927301,3.13,1.852927402502712,True
TX,112,415,-8823,no,no,0,0.6431400228036983,112,36.52,0.17196409455760334,104,17.82,164.4,97,7.4,-0.29995254016004735,0.2115338634388332,2.54,1.092640927980794,False
MN,113,408,-4729,no,no,0,-0.38331614748074055,137,27.01,0.8247437642709898,109,20.64,247.8,97,11.15,-1.3388500452394132,-0.19483061312694844,1.76,-1.1882184955849595,False
VA,121,510,-2453,no,yes,28,-1.281235766924552,94,18.7,-1.1730381252143882,76,12.03,237.3,87,10.68,-1.3746740971387015,-0.6011950896927301,1.73,0.3323544534588762,False
DC,70,415,-8052,no,no,0,-0.4953265703561443,145,25.98,-0.34276549394751366,102,15.61,151.8,75,6.83,0.09411203073212573,-1.0075595662585117,2.84,-0.4279320210630416,False
MD,90,415,-6060,no,no,0,-0.6275355940779328,103,24.75,-0.07652605161728067,137,16.75,294.5,83,13.25,0.09411203073212573,-0.19483061312694844,2.84,-1.1882184955849595,False
RI,39,408,-9038,no,no,0,-1.5878872525014773,83,15.86,-0.027222451185756037,114,16.97,206.2,104,9.28,-1.3388500452394132,-0.19483061312694844,1.76,-1.1882184955849595,False
MA,142,408,-666,no,no,0,0.6798647516153061,134,36.86,-0.25993544522255196,106,15.96,138.1,108,6.21,-0.6940171110522204,-1.0075595662585117,2.24,-1.1882184955849595,False
MD,176,408,-3128,no,no,0,0.4062655219688277,101,34.32,-0.9127151149359385,78,13.15,164.4,79,7.4,-0.44324874775720136,-1.0075595662585117,2.43,-0.4279320210630416,False
NM,105,408,-6667,no,no,0,-0.6128457025532895,81,24.89,0.47567427321579514,80,19.13,230.1,117,10.35,-0.6223690072536437,-1.0075595662585117,2.3,-0.4279320210630416,False
MN,57,415,-5380,no,no,0,1.7063209218997444,74,46.36,0.4717299851812734,85,19.12,178.2,104,8.02,0.09411203073212573,-0.6011950896927301,2.84,0.3323544534588762,True
MI,110,510,-5427,no,no,0,-2.9540471642932884,92,3.21,1.1323982309637028,81,21.96,109.6,74,4.93,1.6345462624015303,-0.19483061312694844,4.0,-0.4279320210630416,False
AZ,88,415,-9427,no,no,0,-0.12807928224006607,81,29.38,-0.1494953802559369,90,16.44,89.6,107,4.03,0.9180652244157609,0.2115338634388332,3.46,0.3323544534588762,False
AL,95,408,-6892,no,no,0,0.1914258584209216,119,32.33,-0.8653836585216746,70,13.35,181.5,120,8.17,1.3479538472072223,0.6178983400046149,3.78,-1.1882184955849595,False
MI,147,415,-4561,no,no,0,-0.9029710601649915,83,22.2,0.1404097902814277,144,17.69,204.6,72,9.21,1.9211386775958377,-0.6011950896927301,4.21,1.092640927980794,False
SC,101,415,-4244,no,no,0,-0.39249732968364254,92,26.93,-0.25599115718803017,117,15.98,219.7,125,9.89,1.1688335877107798,-0.19483061312694844,3.65,1.852927402502712,True
MS,115,415,-5933,no,no,0,-0.2437621779966309,111,28.31,0.6945822591317644,98,20.08,205.6,92,9.25,1.9211386775958377,-1.0075595662585117,4.21,-0.4279320210630416,False
MS,103,415,-1058,no,no,0,-0.9268421338925363,103,21.98,0.03588615736659582,89,17.24,233.0,126,10.49,0.9538892763150492,-1.0075595662585117,3.48,0.3323544534588762,False
CA,82,415,-8826,no,no,0,0.35852337451373767,112,33.88,-0.1494953802559369,120,16.44,254.4,117,11.45,-1.1597297857429707,2.243356246267741,1.89,-1.1882184955849595,False
MD,141,415,-4998,no,no,0,0.09777779995132177,126,31.47,0.6314736505794131,98,19.81,152.2,106,6.85,-0.407424695857913,1.0242628165703964,2.46,-1.1882184955849595,False
ND,149,408,-9480,no,no,0,-0.08033713478497599,80,29.82,-0.07060961956549748,127,16.78,188.2,102,8.47,-0.1924803844621823,-1.0075595662585117,2.62,0.3323544534588762,False
IL,131,510,-9590,no,no,0,1.535550932925768,123,44.78,-0.9679351474192457,74,12.91,218.5,101,9.83,0.16576013453070243,-1.0075595662585117,2.89,0.3323544534588762,False
SD,119,510,-1266,no,no,0,-1.5713611245362538,108,16.01,1.24481043994758,100,22.45,203.7,79,9.17,-1.0522576300451054,-0.6011950896927301,1.97,-0.4279320210630416,False
AL,112,510,-5320,no,no,0,0.1767359668962788,83,32.2,0.3553734881628752,89,18.62,168.0,116,7.56,-1.1239057338436824,1.430627293136178,1.92,1.092640927980794,False
NV,116,510,-6938,no,yes,35,-1.1343368516781207,103,20.06,-0.6661971127783153,106,14.21,205.7,102,9.26,0.5598247054228761,-1.0075595662585117,3.19,0.3323544534588762,False
LA,94,415,-2865,no,no,0,0.5935616389080274,98,36.06,-0.2283811409463763,89,16.1,352.2,95,15.85,-0.658193059152932,0.2115338634388332,2.27,1.092640927980794,False
VA,90,408,-5336,no,no,0,0.7753490465254863,93,37.74,-0.27571259736064,103,15.9,282.3,124,12.7,0.7747690168186069,0.6178983400046149,3.35,0.3323544534588762,False
DE,114,415,-4279,no,yes,31,0.7900389380501296,98,37.88,-0.4039019584826041,105,15.34,151.3,101,6.81,0.9897133282143376,-0.19483061312694844,3.51,-1.1882184955849595,False
CT,63,408,-8154,no,yes,25,0.18775338553976104,137,32.3,-1.6641019855123735,76,9.91,141.5,110,6.37,0.7031209130200295,-1.0075595662585117,3.29,-0.4279320210630416,False
CO,130,408,-2656,no,no,0,1.6897947939345213,129,46.21,0.7143036993043742,128,20.16,210.1,91,9.45,-0.550720903455067,-1.0075595662585117,2.35,1.852927402502712,True
MA,122,408,-3127,no,yes,29,0.28691015333110226,83,33.22,1.3256683446552795,93,22.8,168.0,95,7.56,-0.658193059152932,0.6178983400046149,2.27,1.092640927980794,False
OR,166,510,-4486,no,no,0,0.3640320838354785,93,33.93,0.2626827193516091,99,18.22,196.8,110,8.86,-1.0880816819443937,0.2115338634388332,1.94,1.092640927980794,False
WA,62,415,-3032,no,no,0,-1.4648594109825912,98,17.0,-0.541952039690873,95,14.75,218.0,122,9.81,-0.049184176865028274,-0.19483061312694844,2.73,-1.1882184955849595,False
SC,78,415,-8512,no,yes,21,-0.3521001279908741,85,27.3,0.43623139287057544,79,18.96,124.0,92,5.58,-0.26412848826075896,-1.4139240428242934,2.57,0.3323544534588762,False
IN,148,415,-2047,no,yes,26,-0.3869886203619016,91,26.98,-0.7983307619348011,127,13.64,218.3,88,9.82,-0.12083228066360496,-0.6011950896927301,2.67,-0.4279320210630416,False
MD,154,510,-2566,no,no,0,-0.4641105508662779,122,26.27,0.26071057533434766,71,18.21,178.0,105,8.01,0.6314728092214528,-1.0075595662585117,3.24,1.092640927980794,True
TX,75,415,-4039,no,no,0,2.301261528647792,106,51.87,-0.25599115718803017,115,15.98,235.4,116,10.59,-0.6223690072536437,0.2115338634388332,2.3,-1.1882184955849595,True
ND,84,408,-1543,no,yes,38,0.2428404787571728,106,32.81,-0.9344086991258092,106,13.06,260.4,87,11.72,-1.0164335781458167,0.2115338634388332,2.0,0.3323544534588762,False
WV,113,510,-6022,no,no,0,-1.9698244321421987,88,12.33,0.05955188557372742,112,17.34,117.9,118,5.31,-1.3030259933401247,-0.6011950896927301,1.78,-0.4279320210630416,False
CO,181,510,-9222,no,yes,40,-1.3693751160724108,61,17.88,2.76730562127306,79,29.01,165.7,97,7.46,-1.4104981490379902,-0.6011950896927301,1.7,0.3323544534588762,False
TX,51,415,-8854,no,no,0,0.013310923684623867,88,30.69,-1.3071439183881355,102,11.45,170.7,97,7.68,-0.08500822876431662,-0.6011950896927301,2.7,0.3323544534588762,False
FL,102,408,-6518,no,yes,29,0.6413037863631175,86,36.5,2.234826736612594,109,26.72,280.2,110,12.61,1.4554260029050878,-1.0075595662585117,3.86,-1.1882184955849595,False
AL,107,408,-3472,no,no,0,-1.7072426211392029,95,14.76,-1.8317342269795573,85,9.19,204.3,87,9.19,1.0613614320129143,-0.6011950896927301,3.56,-0.4279320210630416,False
WV,88,510,-905,no,no,0,-0.8864449321997678,99,22.36,-0.51631416746648,128,14.86,184.2,83,8.29,-0.8373133186493744,-1.0075595662585117,2.13,2.61321387702463,True
MI,82,415,-7785,no,no,0,-0.8148317110171325,102,23.02,0.7123315552871133,122,20.15,118.3,91,5.32,2.601795663682319,-0.19483061312694844,4.73,-1.1882184955849595,False
MS,130,510,-3548,no,no,0,0.4429902507804355,63,34.66,-0.18104968453211254,93,16.3,132.5,125,5.96,0.6672968611207412,-0.19483061312694844,3.27,1.092640927980794,False
MO,174,510,-5512,no,no,0,1.023240966003839,108,40.04,-1.1572609730763002,143,12.1,316.7,131,14.25,0.8105930687178952,0.2115338634388332,3.38,-1.1882184955849595,False
AR,129,415,-6813,no,no,0,-0.4182046398517681,113,26.69,1.102816070704788,97,21.84,185.5,126,8.35,0.6672968611207412,-1.0075595662585117,3.27,0.3323544534588762,False
MS,190,415,-5359,yes,no,0,-1.2463472745535245,55,19.02,0.4342592488533146,124,18.96,243.2,81,10.94,-0.08500822876431662,1.0242628165703964,2.7,1.092640927980794,False
NY,54,510,-6542,yes,no,0,1.0379308575284825,91,40.17,-0.9501858512638967,130,12.99,160.3,98,7.21,0.34488039402714477,1.430627293136178,3.02,1.092640927980794,False
SD,78,408,-2777,no,no,0,-0.29701303477346236,88,27.81,1.625434235278949,93,24.09,262.1,108,11.79,-0.5865449553543554,1.8369917697019598,2.32,-1.1882184955849595,False
AK,100,415,-4808,no,yes,29,0.6211051855167333,127,36.31,-0.4946205832766093,82,14.95,207.2,100,9.32,-0.4790727996564897,-0.6011950896927301,2.4,-0.4279320210630416,False
WV,70,510,-3429,no,yes,30,-0.6679327957707012,72,24.38,-0.6109770802950075,92,14.45,127.9,68,5.76,-0.29995254016004735,-0.19483061312694844,2.54,1.092640927980794,False
SC,111,510,-3542,no,no,0,-1.8633227185885362,119,13.31,-0.054832467427409944,94,16.85,248.5,94,11.18,0.6672968611207412,-0.19483061312694844,3.27,-0.4279320210630416,False
VA,117,408,-4416,no,no,0,-1.5181102677594227,98,16.51,0.5328664497163639,131,19.38,240.0,111,10.8,0.1299360826314141,-0.6011950896927301,2.86,-0.4279320210630416,False
MS,68,415,-1899,no,no,0,-1.5731973609768344,93,16.0,-1.0527373401614684,80,12.55,213.5,85,9.61,-0.049184176865028274,-1.0075595662585117,2.73,-1.1882184955849595,False
SD,27,510,-3064,no,no,0,0.8543072134704434,95,38.47,1.4459691297082,109,23.32,242.7,119,10.92,-0.7298411629515094,-0.6011950896927301,2.21,0.3323544534588762,True
MN,91,415,-8915,no,no,0,-0.8442114940664187,61,22.75,-0.8318572102282376,96,13.5,189.6,92,8.53,0.09411203073212573,-1.0075595662585117,2.84,-0.4279320210630416,False
AL,181,415,-8964,no,yes,27,0.19326209486150242,93,32.35,0.9470166933411707,127,21.17,215.7,82,9.71,0.1299360826314141,-0.19483061312694844,2.86,-0.4279320210630416,False
CO,118,415,-8401,no,yes,36,2.113965411708591,106,50.13,-0.6957792730372301,115,14.08,189.2,63,8.51,-0.15665633256289332,0.2115338634388332,2.65,1.092640927980794,False
ME,112,415,-4413,no,no,0,0.10328650927306314,114,31.52,-0.1889382606011566,119,16.27,144.0,78,6.48,-0.08500822876431662,2.649720722833523,2.7,0.3323544534588762,False
GA,93,415,-1784,no,no,0,-0.005051440721180046,121,30.52,-0.17907754051485167,131,16.31,165.5,125,7.45,0.6314728092214528,-0.19483061312694844,3.24,-1.1882184955849595,False
AZ,102,408,-1005,no,no,0,-0.3998422754459642,94,26.86,0.13646550224690596,100,17.67,190.4,120,8.57,-0.049184176865028274,2.243356246267741,2.73,-1.1882184955849595,False
MA,93,415,-7071,no,no,0,-0.12440680935890548,131,29.41,-0.20865970077376644,108,16.18,290.0,66,13.05,0.058287978832837394,-1.0075595662585117,2.81,-1.1882184955849595,False
AZ,107,415,-4395,no,yes,32,-0.8368665483040976,101,22.81,0.21535126293734536,145,18.01,167.6,138,7.54,-0.7298411629515094,0.2115338634388332,2.21,-0.4279320210630416,False
IN,100,415,-7237,no,yes,32,-1.0021278279563326,123,21.28,0.5900586262169325,101,19.63,192.0,106,8.64,0.8464171206171835,1.8369917697019598,3.4,1.092640927980794,False
